小图代码,大图代码,顺序,名称,版本,地点,X,Y,天气,天气图片,时间,动作,动作代码,动作图片,备注,位置图片1,位置图片2
081545.tex,081045.tex,20,地下水路,红莲篇,ギラバニア湖畔地帯,33,30,,,,张望,/lookout,064022.tex,アラミゴ都市内にロッホ?セル湖の水を引きこむために造られたもので、ここから採水した塩水を真水に蒸留し、飲料水として利用していた。帝国により魔導式の水道が敷設されたため、今では立ち入る者もほとんどいない,14021,24021
081546.tex,081046.tex,21,ポルタ?プレトリア,红莲篇,ギラバニア湖畔地帯,5,22,,,,张望,/lookout,064022.tex,カストルム?アバニアの「正門（ポルタ?プレトリア）」であり、正確にはその一部という扱いである。帝国侵攻前は、アラミゴに通じる主街道の関所として機能し、近東地域を目指す隊商が多く行き交っていた,14022,24022
081576.tex,081076.tex,22,赤誠組屯所前,红莲篇,クガネ,14,19,,,,张望,/lookout,064022.tex,クガネの治安維持組織、赤誠組の屯所前。その広場に面した茶屋には、非番の赤誠組隊士の姿も見られるようだ。また、上を見上げれば、壮大なクガネ城の天守を見ることもできるため、名所として知られている,14023,24023
081577.tex,081077.tex,23,望海楼,红莲篇,クガネ,9,7,,,,坐下 ,/sit,064054.tex,海を望む温泉、「望海泉」を自慢とするクガネの温泉宿。ひんがしの国の公共浴場は、混浴である場合が多く、性別問わず全裸で入ることが基本である。しかし、異国人が多いクガネの温泉では、水着の類いの着用が求められる,14024,24024
081578.tex,081078.tex,24,小金通り,红莲篇,クガネ,13,12,,,,张望,/lookout,064022.tex,金を生む商港「クガネ」において、小金を生むとされる商店街。外つ国の船から仕入れた舶来品を売る店から、ひんがしの国の名産品を異国の商人向けに商う店まで、さまざまな店が集う。また、劇場「無地鼓座」も名物のひとつ,14025,24025
081579.tex,081079.tex,25,小金の裏通り,红莲篇,クガネ,11,11,,,,张望,/lookout,064022.tex,小金通りの裏通り。東方特有の大きく湾曲した太鼓橋、「黄昏橋」を望むことができる。また、官立の造船所であるクガネ御船蔵と、その上に築かれた飛空艇の発着塔といった、クガネの名所と呼べる建造物が見渡せる場所だ,14026,24026
081580.tex,081080.tex,26,潮風亭,红莲篇,クガネ,10,10,,,,张望,/lookout,064022.tex,クガネ最大の酒場。地元の商人や港湾労働者に加え、異国からやってきた者の姿も多く見られる。名物は、ひんがしの国の本土、シシュウから取り寄せた米酒と、新鮮な海の幸を使った東方料理の数々だという,14027,24027
081581.tex,081081.tex,27,碧のタマミズ,红莲篇,紅玉海,25,13,,,,张望,/lookout,064022.tex,碧甲羅のコウジン族が築いた海底集落。コウジン族は、長く息を止めることができるが、それでもサハギン族のようにエラ呼吸はできない。そのため、水中に空気の玉を定着する魔法的技法を、長い歴史の中で編み出したようだ,14028,24028
081582.tex,081082.tex,28,沖之岩,红莲篇,紅玉海,32,8,,,,张望,/lookout,064022.tex,紅玉海に浮かぶ小島のひとつ。北側には巨大な珊瑚が連なっており、紅玉海を牛耳る海賊衆たちが拠点を築いている。なお、ひんがしの国の博物学者によると、この島は獄之蓋の噴石によって生じたものだという,14029,24029
081583.tex,081083.tex,29,アメノミハシラ,红莲篇,紅玉海,24,5,,,,张望,/lookout,064022.tex,天を突く巨大な石塔。東方地域に伝わる神話では、国産みの神が築いたとされているが、正確なところは不明。歴史的に禁忌の地とされていたが、戦乱期に神をも怖れぬ海賊衆たちが上陸、拠点「筋違砦」を築くに至った,14030,24030
081584.tex,081084.tex,30,サカズキ島,红莲篇,紅玉海,31,37,,,,张望,/lookout,064022.tex,最初の海賊たちが杯を交わして、義兄弟の契りを結んだとされる島。海賊衆にとっては、発祥の地ともいえる特別な場所である。今でも物見砦が置かれており、多くの海賊たちが詰め、紅玉海を行き交う船を監視している,14031,24031
081585.tex,081085.tex,31,ゼッキ島,红莲篇,紅玉海,10,26,,,,张望,/lookout,064022.tex,紅甲羅の拠点。「人を殺す鬼」が棲まう島として「ゼッキ島」と名付けられたが、いつしかコウジン族までもが、そう呼ぶようになった。なお、昔は島であったが溶岩により大陸本土と繋がっているため、厳密には島ではない,14032,24032
081586.tex,081086.tex,32,イサリ村,红莲篇,紅玉海,6,10,,,,张望,/lookout,064022.tex,オサード小大陸東岸にある集落。イサリとは「漁」を示し、この村が漁業によって成り立っていることを示している。かつては、海賊衆の小屋が置かれ、紅玉海を渡るための帆別銭の徴収などが行われていたようだ,14033,24033
081587.tex,081087.tex,33,ガンエン廟,红莲篇,ヤンサ,12,26,,,,张望,/lookout,064022.tex,戦乱のヤンサ統一を成し遂げた偉大な武将、ガンエンを祀った霊廟。岸壁に刻まれた巨大な像は、ガンエンその人を模したもの。なお、彼は剣豪であると同時に術士としても知られ、ドマ式風水術の祖とも伝えられている,14034,24034
081588.tex,081088.tex,34,カストルム?フルーミニス,红莲篇,ヤンサ,30,32,,,,张望,/lookout,064022.tex,ドマ攻略の前哨基地として、25年前に帝国軍が築いた拠点。ドマ制圧後も占領統治の拠点として、しばらく利用されていたが、ドマ城の改修工事が進んだ近年では、中州部分は放棄され、ほとんど使用されていない,14035,24035
081589.tex,081089.tex,35,ナマイ村,红莲篇,ヤンサ,34,18,,,,张望,/lookout,064022.tex,ヤンサの玄水連山にある山村。ナマイとは水田などに生えるオモダカという草を示す古語であり、この村が古くから稲作を行ってきた米所であることを示している。帝国の統治下において、苦しみながらも水田を守ってきた,14036,24036
081590.tex,081090.tex,36,七彩溝,红莲篇,ヤンサ,30,6,,,,张望,/lookout,064022.tex,七色の水をたたえた不可思議な泉。優良なクリスタル鉱脈が露出した場所であるため、属性の力が作用した結果、このような美麗な景色を創り出したのだと考えられている。一方、天女が架けた虹の橋に由来するという伝承も残る,14037,24037
081591.tex,081091.tex,37,ドマ城,红莲篇,ヤンサ,14,6,,,,张望,/lookout,064022.tex,ヤンサを支配したドマ国の城。物流の大動脈であり、周辺地域の水源でもあった大河、無二江を治めるために、川に突き出した岩山を利用して築かれた。帝国支配下では属州総督府とされ、軍事機能も拡張されていたようだ,14038,24038
081592.tex,081092.tex,38,大龍月亮門,红莲篇,ヤンサ,19,20,,,,张望,/lookout,064022.tex,無二江を征く川船を管理するために造られた巨大水門。天然の岩山を利用して建造された「大龍壁」の中央に、満月型の門がくり抜かれている。帝国軍は、河川の支配を強めるべく、ここに魔導フィールド発生器を増設した,14039,24039
081593.tex,081093.tex,39,ユヅカ代官屋敷,红莲篇,ヤンサ,15,31,,,,张望,/lookout,064022.tex,無二江の中州に広がっていた街を治めていた代官の屋敷。代々、ドマ国主一族に仕えてきた、名門ユヅカ家の当主が、代官を務めていた。ドマ反乱の際に焼き討ちされ、今ではナマズオたちの棲処となっている,14040,24040
081594.tex,081094.tex,40,キオルエン,红莲篇,アジムステップ,14,9,,,,张望,/lookout,064022.tex,バルダム覇道の近くにある石柱群。その石柱には、遊牧民たちの古い歌が刻まれている。なお、石柱は無造作に配置されているように見えるが、その間を風が吹き抜けたとき、古のメロディが響くようになっているのだという,14041,24041
081595.tex,081095.tex,41,ドタール?カー,红莲篇,アジムステップ,12,32,,,,张望,/lookout,064022.tex,アウラ?ゼラの遊牧民、ドタール族が暮らす居留地。カーとは湧水地を示す言葉であり、乾燥したナーマ砂漠では珍しいオアシスとなっている。南の砂漠地帯を旅する際には、ここで最後の給水をする必要があるだろう,14042,24042
081596.tex,081096.tex,42,暮れの玉座,红莲篇,アジムステップ,19,33,,,,张望,/lookout,064022.tex,最初のアウラ族女性「暮れの母」を象った巨大石像。ここが、月神ナーマによる暮れの母の創造が行われた場所であることを示している。しかし、吹き付ける砂まじりの風によって風化が進み、今や砂地に埋もれかけている状態だ,14043,24043
081597.tex,081097.tex,43,再会の市,红莲篇,アジムステップ,34,31,,,,张望,/lookout,064022.tex,アウラ?ゼラの一部族、ケスティル族が拓いた交易所。50以上の部族に分裂したアウラ?ゼラが、唯一、ここではひとつの部族に戻るという願いが込められた名を持つ。今では草原に住む多くの部族に加え、異国の商人も訪れる,14044,24044
081598.tex,081098.tex,44,チャカ?ゾー,红莲篇,アジムステップ,20,12,,,,祈祷,/pray,064064.tex,巨大な竜を相手に戦い、人々と家畜を守ったというアウラ?ゼラの聖人、チャカの遺骨を納めた堂。終節の合戦で勝利した部族は、戦の後にここを訪れ、供物を奉納するという伝統儀式が、今なお受け継がれている,14045,24045
081599.tex,081099.tex,45,明けの玉座,红莲篇,アジムステップ,22,21,,,,张望,/lookout,064022.tex,最初のアウラ族男性「明けの父」が、太陽神アジムによって創られたとされる聖地。歴代の有力部族が統治し、改修を重ねた結果、今ではアジム?カート湖の上に巨大な台座が築かれ、巨大宮殿がそびえるまでになっている,14046,24046
